"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/18/2013","La Boulange De","LA BOULANGE DE POLK SAN FRANCISCO CA         01/16","4.75","debit","Uncategorized","Day to Day","",""
"1/18/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/17","1.57","debit","Uncategorized","Day to Day","",""
"1/18/2013","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 930572  01/18","14.34","debit","Pharmacy","Day to Day","",""
"1/17/2013","Real Food","REAL FOOD COMPANY SAN FRANCISCOCA           01/16","10.67","debit","Food & Dining","Day to Day","",""
"1/16/2013","Union Street Coffee","UNION STREET COFFEE SAN FRANCISCO CA         01/16","9.46","debit","Coffee Shops","Day to Day","",""
"1/16/2013","Tacko","TACKO SAN FRANCISCO CA01/15","10.33","debit","Uncategorized","Day to Day","",""
"1/16/2013","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 259068  01/16","4.34","debit","Pharmacy","Day to Day","",""
"1/15/2013","Roam Artisan Burgers","ROAM ARTISAN BURGERS SAN FRANCISCO CA        01/12","11.44","debit","Fast Food","Day to Day","",""
"1/15/2013","Horseshoe Tavern","HORSESHOE TAVERN SAN FRANCISCO CA            01/12","14.00","debit","Restaurants","Day to Day","",""
"1/15/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA785517  01/15","26.10","debit","Groceries","Day to Day","",""
"1/14/2013","Presidio Cale Park","PRESIDIO-CALE PARK SAN FRANCISCOCA          01/12","3.00","debit","Uncategorized","Day to Day","",""
"1/14/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/12","8.08","debit","Uncategorized","Day to Day","",""
"1/14/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/11","2.90","debit","Uncategorized","Day to Day","",""
"1/14/2013","Hfc Genentech Ca","HFC GENENTECH 6502252222 CA01/10","5.00","debit","Uncategorized","Day to Day","",""
"1/14/2013","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 844363  01/13","21.26","debit","Pharmacy","Day to Day","",""
"1/14/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA482991  01/13","2.04","debit","Groceries","Day to Day","",""
"1/14/2013","Planet Granite","PLANET GRANITE SAN FRANCISCO CA01/12","120.00","debit","Gym","Day to Day","",""
"1/14/2013","Sherman Market","SHERMAN MARKET SAN FRANCISCO CA01/12","11.00","debit","Groceries","Day to Day","",""
"1/14/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA959103  01/13","14.22","debit","Groceries","Day to Day","",""
"1/14/2013","Spotify Usa Subs","Spotify USA*subs www.spotify.c NY            01/12","9.99","debit","Music","Day to Day","",""
"1/11/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/10","4.07","debit","Uncategorized","Day to Day","",""
"1/10/2013","Check 158","CHECK 158","70.00","debit","Check","Day to Day","",""
"1/10/2013","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 058538  01/10","4.88","debit","Pharmacy","Day to Day","",""
"1/09/2013","Michaelis Wine","MICHAELIS WINE SAN FRANCISCO CA01/09","7.00","debit","Alcohol & Bars","Day to Day","",""
"1/09/2013","Tacko","TACKO SAN FRANCISCO CA01/08","10.33","debit","Uncategorized","Day to Day","",""
"1/08/2013","Lombardis","LOMBARDI`S SPORTS","166.33","debit","Restaurants","CREDIT CARD","",""
"1/07/2013","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 817165  01/06","7.04","debit","Pharmacy","Day to Day","",""
"1/07/2013","Whole Foods","WHOLE FOODS MARK 176 San Francisco CA815684  01/05","15.83","debit","Groceries","Day to Day","",""
"1/07/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/05","3.70","debit","Uncategorized","Day to Day","",""
"1/07/2013","Hfc Genentech Ca","HFC GENENTECH 6502252222 CA01/04","1.89","debit","Uncategorized","Day to Day","",""
"1/07/2013","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA966411  01/07","41.08","debit","Groceries","Day to Day","",""
"1/07/2013","Sports Basement","SPORTS BASEMENT INC SAN FRANCISCO CA 056677  01/07","26.67","debit","Uncategorized","Day to Day","",""
"1/07/2013","Bagelry San Franc","BAGELRY OF SAN FRANC SAN FRANCISCO CA        01/06","6.00","debit","Fast Food","Day to Day","",""
"1/06/2013","JetBlue","JETBLUE     2792186930012","97.80","debit","Air Travel","CREDIT CARD","",""
"1/04/2013","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","2594.77","credit","Income","Day to Day","",""
"1/04/2013","B","24608 B4      512460 S SAN FRANCIS CA        01/03","5.15","debit","Uncategorized","Day to Day","",""
"1/04/2013","Check 157","CHECK 157","46.00","debit","Check","Day to Day","",""
"1/03/2013","Barney Marina","BARNEY'S MARINA SAN FRANCISCO CA01/01","23.46","debit","Restaurants","Day to Day","",""
"1/03/2013","Chevron","CHEVRON/CSI-093535/1 SAN FRANCISCO CA273980  01/03","50.00","debit","Gas & Fuel","Day to Day","",""
"1/02/2013","Jc Penney","JC PENNEY #0195 DALY CITY CA108860  01/02","39.16","debit","Uncategorized","Day to Day","",""
"1/02/2013","Bullit","BULLIT SAN FRANCISCO CA12/31","18.00","debit","Uncategorized","Day to Day","",""
"1/02/2013","Planet Granite","PLANET GRANITE SAN FRANCISCO CA12/31","19.00","debit","Gym","Day to Day","",""
"1/02/2013","Pacific Gas & Electric","PACIFIC GAS/ELEC ONLINE PMTPPD ID: 9500000000","46.96","debit","Utilities","Day to Day","",""
"1/02/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"1/02/2013","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"1/02/2013","Sports Authority","SPORTS AUTHORI DALY CA461293  01/02","70.53","debit","Sporting Goods","Day to Day","",""
"1/02/2013","Trader Joe's","TRADER JOE'S # 019 SAN FRANCISCCA   027545  01/02","25.30","debit","Groceries","Day to Day","",""
"12/31/2012","Fastrak","FASTRAK CSC 877-2298655 CA12/30","25.00","debit","Auto & Transport","Day to Day","",""
"12/31/2012","Bagelry San Franc","BAGELRY OF SAN FRANC SAN FRANCISCO CA        12/30","6.00","debit","Fast Food","Day to Day","",""
"12/31/2012","Blue Fog Markets","BLUE FOG MARKETS LLC SAN FRANCISCO CA        12/29","2.75","debit","Groceries","Day to Day","",""
"12/31/2012","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 658705  12/30","4.44","debit","Pharmacy","Day to Day","",""
"12/31/2012","Real Food","REAL FOOD COMPANY SAN FRANCISCOCA           12/30","1.54","debit","Food & Dining","Day to Day","",""
"12/31/2012","Chevron","CHEVRON 00093535 SAN FRANCISCO CA            12/30","12.02","debit","Gas & Fuel","Day to Day","",""
"12/31/2012","Cole Hardware","COLE HARDWARE SAN FRANCISCO CA12/30","39.03","debit","Home","Day to Day","",""
"12/31/2012","H&M","H & M SAN FRANCISCO CA794823  12/31","16.32","debit","Clothing","Day to Day","",""
"12/31/2012","Trader Joe's","TRADER JOE'S # 019 SAN FRANCISCCA   550036  12/30","37.07","debit","Groceries","Day to Day","",""
"12/31/2012","Check 156","CHECK 156","729.00","debit","Check","Day to Day","",""
"12/31/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA046625  12/31","34.79","debit","Groceries","Day to Day","",""
"12/28/2012","Transfer to CREDIT CARD","Payment to Chase card ending in5771","520.00","debit","Credit Card Payment","Day to Day","",""
"12/28/2012","Transfer from Day to Day","Payment Thank You-Mobile","520.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/26/2012","Subway","SUBWAY        00123828 MODESTO CA            12/24","7.75","debit","Fast Food","Day to Day","",""
"12/26/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA481605  12/26","25.96","debit","Groceries","Day to Day","",""
"12/24/2012","Chevron","CHEVRON 00201456 MODESTO CA12/24","55.12","debit","Gas & Fuel","Day to Day","",""
"12/24/2012","B","24613 B33     512461 S SAN FRANCIS CA        12/21","4.61","debit","Uncategorized","Day to Day","",""
"12/24/2012","B","24608 B4      512460 S SAN FRANCIS CA        12/21","4.33","debit","Uncategorized","Day to Day","",""
"12/24/2012","AES","AES              STDNT LOANPPD ID: E231693362","280.66","debit","Student Loan","Day to Day","",""
"12/24/2012","Transfer to CREDIT CARD","Payment to Chase card ending in5771","25.00","debit","Credit Card Payment","Day to Day","",""
"12/24/2012","Presidio Cale Park","PRESIDIO-CALE PARK SAN FRANCISCOCA          12/23","1.90","debit","Uncategorized","Day to Day","",""
"12/24/2012","B Genen","24706 B4 GENEN512470 S SAN FRANCIS CA        12/21","86.60","debit","Uncategorized","Day to Day","",""
"12/24/2012","Blue Fog Markets","BLUE FOG MARKETS LLC SAN FRANCISCO CA        12/22","5.21","debit","Groceries","Day to Day","",""
"12/24/2012","Nara Sushi","NARA SUSHI SAN FRANCISCO CA12/23","27.00","debit","Restaurants","Day to Day","",""
"12/24/2012","Royal","Royal Ground Coffee San Francisco CA 115669  12/24","2.35","debit","Financial","Day to Day","",""
"12/24/2012","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 206107  12/23","10.39","debit","Pharmacy","Day to Day","",""
"12/24/2012","Davidstea N Damen","DAVIDSTEA N DAMEN CHICAGO IL12/24","15.73","debit","Restaurants","Day to Day","",""
"12/23/2012","Transfer from Day to Day","Payment Thank You-Mobile","25.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/21/2012","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1723.27","credit","Income","Day to Day","",""
"12/20/2012","Beatport","BEATPORT 720-974-9500 720-974-9500 CO        12/20","1.49","debit","Movies & DVDs","Day to Day","",""
"12/19/2012","ATM Withdrawal Ches","ATM WITHDRAWAL006876  12/192166 CHES","60.00","debit","Cash & ATM","Day to Day","",""
"12/19/2012","Union Street Coffee","UNION STREET COFFEE SAN FRANCISCO CA         12/19","8.00","debit","Coffee Shops","Day to Day","",""
"12/19/2012","Caffe Roma","CAFFE ROMA MILLBRAE CA12/18","3.09","debit","Coffee Shops","Day to Day","",""
"12/19/2012","Sq Purple Corduroy","SQ *PURPLE CORDUROY LLC ModestoCA           12/18","174.55","debit","Uncategorized","Day to Day","",""
"12/18/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA627289  12/18","39.31","debit","Groceries","Day to Day","",""
"12/18/2012","Sfr Taxi Med","SFR TAXI MED 0082 LONG ISLAND CNY           12/18","14.00","debit","Rental Car & Taxi","Day to Day","",""
"12/18/2012","La Cucina","LA CUCINA SAN FRANCISCO CA12/17","35.00","debit","Uncategorized","Day to Day","",""
"12/18/2012","Sq San Francisco","SQ *SAN FRANCISCO YE San Francisco CA        12/17","16.00","debit","Uncategorized","Day to Day","",""
"12/18/2012","Presidio Cale Park","PRESIDIO-CALE PARK SAN FRANCISCOCA          12/17","3.00","debit","Uncategorized","Day to Day","",""
"12/17/2012","See's Candies","SEE'S CANDIES # SO. SAN FRANC CA12/15","35.55","debit","Coffee Shops","Day to Day","",""
"12/17/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA108967  12/15","19.81","debit","Groceries","Day to Day","",""
"12/17/2012","Lush Union St","LUSH UNION ST 415 SAN FRANCISCOCA           12/15","10.80","debit","Uncategorized","Day to Day","",""
"12/17/2012","Fox Theater","THE FOX THEATER BERKELEY CA12/14","8.00","debit","Movies & DVDs","Day to Day","",""
"12/17/2012","House Sushi","HOUSE OF SUSHI SAN FRANCISCO CA12/14","33.00","debit","Restaurants","Day to Day","",""
"12/17/2012","B","24613 B33     512461 S SAN FRANCIS CA        12/14","5.02","debit","Uncategorized","Day to Day","",""
"12/17/2012","Beverages & More","BEVERAGES & MORE # 77 SAN BRUNOCA   446977  12/15","9.73","debit","Alcohol & Bars","Day to Day","",""
"12/17/2012","Chevron","CHEVRON 00093535 SAN FRANCISCO CA            12/16","59.34","debit","Gas & Fuel","Day to Day","",""
"12/14/2012","B","24608 B4      512460 S SAN FRANCIS CA        12/13","6.14","debit","Uncategorized","Day to Day","",""
"12/14/2012","Blue Fog Markets","BLUE FOG MARKETS LLC SAN FRANCISCO CA        12/13","4.99","debit","Groceries","Day to Day","",""
"12/13/2012","Spotify Usa Subs","Spotify USA*subs www.spotify.c NY            12/12","9.99","debit","Music","Day to Day","",""
"12/13/2012","Lombardis","LOMBARDI`S SPORTS SAN FRANCISCOCA           12/11","142.76","debit","Restaurants","Day to Day","",""
"12/13/2012","Russian Hill Booksto","RUSSIAN HILL BOOKSTO SAN FRANCISCO CA        12/12","14.00","debit","Books","Day to Day","",""
"12/12/2012","Z Gallerie","Z GALLERIE #26 SAN FRANCISCO CA12/10","8.73","debit","Furnishings","Day to Day","",""
"12/12/2012","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 213013  12/12","13.08","debit","Pharmacy","Day to Day","",""
"12/12/2012","Groupon","GROUPON INC 877-788-7858 IL12/12","75.00","debit","Uncategorized","Day to Day","",""
"12/12/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA958235  12/11","19.07","debit","Groceries","Day to Day","",""
"12/11/2012","Sherman Market","SHERMAN MARKET SAN FRANCISCO CA12/10","2.99","debit","Groceries","Day to Day","",""
"12/11/2012","Sq Foggy Notion","SQ *FOGGY NOTION San Francisco CA            12/10","10.85","debit","Uncategorized","Day to Day","",""
"12/11/2012","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 507018  12/10","10.29","debit","Pharmacy","Day to Day","",""
"12/10/2012","Royal","Royal Ground Coffee San Francisco CA 854660  12/10","6.00","debit","Financial","Day to Day","",""
"12/10/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA828973  12/10","36.74","debit","Groceries","Day to Day","",""
"12/10/2012","Sweet Aroma","SWEET AROMA SAN FRANCISCO CA12/10","11.00","debit","Uncategorized","Day to Day","",""
"12/10/2012","Beatport","BEATPORT 720-974-9500 720-974-9500 CO        12/10","1.99","debit","Movies & DVDs","Day to Day","",""
"12/10/2012","Royal","Royal Ground Coffee San Francisco CA 336837  12/08","8.45","debit","Financial","Day to Day","",""
"12/10/2012","Blue Fog Markets","BLUE FOG MARKETS LLC SAN FRANCISCO CA        12/09","8.22","debit","Groceries","Day to Day","",""
"12/10/2012","B","24608 B4      512460 S SAN FRANCIS CA        12/07","0.92","debit","Uncategorized","Day to Day","",""
"12/10/2012","B","24608 B4      512460 S SAN FRANCIS CA        12/08","4.90","debit","Uncategorized","Day to Day","",""
"12/10/2012","B","24608 B4      512460 S SAN FRANCIS CA        12/07","3.96","debit","Uncategorized","Day to Day","",""
"12/07/2012","Withdrawal","WITHDRAWAL","40.00","debit","Uncategorized","Day to Day","",""
"12/07/2012","B","24608 B4      512460 S SAN FRANCIS CA        12/06","2.05","debit","Uncategorized","Day to Day","",""
"12/07/2012","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","2624.25","credit","Income","Day to Day","",""
"12/06/2012","Real Food","REAL FOOD COMPANY SAN FRANCISCOCA           12/05","7.23","debit","Food & Dining","Day to Day","",""
"12/05/2012","Flyers","FLYERS #232 SAN FRANCISCO CA12/04","11.88","debit","Gas & Fuel","Day to Day","",""
"12/04/2012","B","24608 B4      512460 S SAN FRANCIS CA        11/29","3.16","debit","Uncategorized","Day to Day","",""
"12/04/2012","Wow Naan N","WOW NAAN N CURRY SAN FRANCISCO CA            12/03","10.88","debit","Uncategorized","Day to Day","",""
"12/04/2012","Real Food","REAL FOOD COMPANY SAN FRANCISCOCA           12/03","8.78","debit","Food & Dining","Day to Day","",""
"12/04/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA890055  12/04","29.68","debit","Groceries","Day to Day","",""
"12/04/2012","Check 155","CHECK 155","49.00","debit","Check","Day to Day","",""
"12/04/2012","Whole Foods","WHOLE FOODS MARK 115 San Francisco CA922518  12/04","12.25","debit","Groceries","Day to Day","",""
"12/03/2012","B","24608 B4      512460 S SAN FRANCIS CA        11/30","2.92","debit","Uncategorized","Day to Day","",""
"12/03/2012","Bullit","BULLIT SAN FRANCISCO CA12/01","15.00","debit","Uncategorized","Day to Day","",""
"12/03/2012","B","24608 B4      512460 S SAN FRANCIS CA        11/30","4.91","debit","Uncategorized","Day to Day","",""
"12/03/2012","Cycle Gear","CYCLE GEAR, INC SAN FRANCISCO CA131608  12/03","171.32","debit","Uncategorized","Day to Day","",""
"12/03/2012","Jiffy Lube","JIFFY LUBE #1349 SAN FRANCISC CA385636  12/03","172.84","debit","Service & Parts","Day to Day","",""
"12/03/2012","Ccsf Business Servic","CCSF BUSINESS SERVIC SAN FRANCISCO CA        12/02","10.00","debit","Uncategorized","Day to Day","",""
"12/03/2012","Goody's","GOODY CAFE SAN FRANCISCO CA12/02","7.60","debit","Clothing","Day to Day","",""
"12/03/2012","Check 154","CHECK 154","732.00","debit","Check","Day to Day","",""
"11/30/2012","Account Maintenance Fee","SERVICE FEE","5.00","debit","Bank Fee","CHASE SAVINGS","",""
"11/29/2012","Pacific Gas & Electric","PACIFIC GAS/ELEC ONLINE PMTPPD ID: 9500000000","36.86","debit","Utilities","Day to Day","",""
"11/28/2012","Nook","NOOK SAN FRANCISCO CA11/27","10.06","debit","Uncategorized","Day to Day","",""
"11/28/2012","City Optix Optometry","CITY OF OPTIX OPTOMETRY","440.00","debit","Eyecare","CREDIT CARD","",""
"11/27/2012","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 502117  11/27","7.22","debit","Pharmacy","Day to Day","",""
"11/26/2012","ATM Fee","NON-CHASE ATM WITHDRAW199683  11/24176 GATEW","3.00","debit","ATM Fee","Day to Day","",""
"11/26/2012","Non Chase ATM","NON-CHASE ATM WITHDRAW199683  11/24176 GATEW","40.00","debit","Cash & ATM","Day to Day","",""
"11/26/2012","Flyers So","FLYERS #219 SO. SAN FRANC CA11/24","60.24","debit","Uncategorized","Day to Day","",""
"11/26/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA332421  11/24","4.87","debit","Groceries","Day to Day","",""
"11/26/2012","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","Day to Day","",""
"11/26/2012","Safeway","SAFEWAY  STORE  1711 SAN FRANCISCO CA718233  11/26","79.73","debit","Groceries","Day to Day","",""
"11/23/2012","Roche Edi Paymntppd","ROCHE 2113       EDI PAYMNTPPD ID: 1942347624","1790.99","credit","Income","Day to Day","",""
"11/23/2012","Subway","SUBWAY        00027607 SAN BRUNOCA          11/22","6.77","debit","Fast Food","Day to Day","",""
"11/23/2012","Walgreens","WALGREENS 2120 POLK SAN FRANCISCO CA 150651  11/23","9.74","debit","Pharmacy","Day to Day","",""
"11/23/2012","AES","AES              STDNT LOANPPD ID: E231693362","280.66","debit","Student Loan","Day to Day","",""
"11/21/2012","ATM Fee","NON-CHASE ATM WITHDRAW595060  11/2115420 BRO","2.25","debit","ATM Fee","Day to Day","",""
"11/21/2012","Non Chase ATM","NON-CHASE ATM WITHDRAW595060  11/2115420 BRO","20.00","debit","Cash & ATM","Day to Day","",""
"11/21/2012","Main Entrance Dlr","MAIN ENTRANCE - DLR ANAHEIM CA11/20","125.00","debit","Uncategorized","Day to Day","",""
"11/21/2012","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","Day to Day","",""
"11/21/2012","Shell","SHELL Service Station VALENCIA CA    076358  11/21","56.43","debit","Gas & Fuel","Day to Day","",""
"11/21/2012","Inet Dba Iparq","INET INC DBA IPARQ LAS VEGAS NV11/20","8.00","debit","Uncategorized","Day to Day","",""
"11/21/2012","Whole Foods","WHOLE FOODS MARK 24130 ValenciaCA   525987  11/21","10.18","debit","Groceries","Day to Day","",""
"11/20/2012","Ho Sum Bistro","HO SUM BISTRO NEWPORT BEACH CA11/19","29.07","debit","Restaurants","Day to Day","",""
"11/20/2012","Uci Campus Recreation","UCI CAMPUS RECREATION IRVINE CA11/19","5.00","debit","Uncategorized","Day to Day","",""
"11/19/2012","Trader Joe's","TRADER JOE'S # 035 COSTA MESA CA562424  11/18","28.14","debit","Groceries","Day to Day","",""
"11/19/2012","Flying J","FLYING J #613 BAKERSFIELD CA11/18","5.23","debit","Gas & Fuel","Day to Day","",""
